prefecture_id,prefectureJP,prefecture_EN,week_ending_date,Observed_weighted,Observed
1,"北海道","Hokkaido",22may2016,366,366
1,"北海道","Hokkaido",29may2016,343,343
1,"北海道","Hokkaido",05jun2016,338,338
1,"北海道","Hokkaido",12jun2016,389,389
1,"北海道","Hokkaido",19jun2016,348,348
1,"北海道","Hokkaido",26jun2016,368,368
1,"北海道","Hokkaido",03jul2016,353,353
1,"北海道","Hokkaido",10jul2016,348,348
1,"北海道","Hokkaido",17jul2016,391,391
1,"北海道","Hokkaido",24jul2016,366,366
1,"北海道","Hokkaido",31jul2016,369,369
1,"北海道","Hokkaido",07aug2016,363,363
1,"北海道","Hokkaido",14aug2016,337,337
1,"北海道","Hokkaido",21aug2016,375,375
1,"北海道","Hokkaido",28aug2016,343,343
1,"北海道","Hokkaido",04sep2016,388,388
1,"北海道","Hokkaido",11sep2016,377,377
1,"北海道","Hokkaido",18sep2016,367,367
1,"北海道","Hokkaido",25sep2016,384,384
1,"北海道","Hokkaido",02oct2016,368,368
1,"北海道","Hokkaido",09oct2016,372,372
1,"北海道","Hokkaido",16oct2016,370,370
1,"北海道","Hokkaido",23oct2016,383,383
1,"北海道","Hokkaido",30oct2016,393,393
1,"北海道","Hokkaido",06nov2016,371,371
1,"北海道","Hokkaido",13nov2016,363,363
1,"北海道","Hokkaido",20nov2016,371,371
1,"北海道","Hokkaido",27nov2016,365,365
1,"北海道","Hokkaido",04dec2016,373,373
1,"北海道","Hokkaido",11dec2016,389,389
1,"北海道","Hokkaido",18dec2016,314,314
1,"北海道","Hokkaido",25dec2016,361,361
1,"北海道","Hokkaido",01jan2017,344,344
1,"北海道","Hokkaido",08jan2017,360,360
1,"北海道","Hokkaido",15jan2017,339,339
1,"北海道","Hokkaido",22jan2017,391,391
1,"北海道","Hokkaido",29jan2017,363,363
1,"北海道","Hokkaido",05feb2017,410,410
1,"北海道","Hokkaido",12feb2017,333,333
1,"北海道","Hokkaido",19feb2017,401,401
